Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(65536, 3)])]",[],[],"[(65536, 3)]","(65536, 3)"
env_gather,MEM,"[('MEM', [(32, 2048, 3)])]",[],[],"[(32, 2048, 3)]","(32, 2048, 3)"
env_diff_norm,VECadd,"[('VECadd', (65536, 3))]",[],[],"[(65536, 3), (65536, 3)]","(65536, 3)"
env_inv_r,VECmul,"[('VECmul', (65536, 4))]",[],[],"[(65536, 4)]","(65536, 4)"
env_smooth_weight,VECmul,"[('VECmul', (65536, 1))]",[],[],"[(65536, 1)]","(65536, 1)"
env_mat_mul,VECmul,"[('VECmul', (65536, 4))]",[],[],"[(65536, 4), (65536, 1)]","(65536, 4)"
env_normalize,VECadd,"[('VECadd', (65536, 4))]",[],[],"[(65536, 4), (65536, 4)]","(65536, 4)"
emb_t0_linear_0,Linear,"[('Linear', (16384, 1, 16))]",[],[],"[(16384, 1)]","(16384, 16)"
emb_t0_act_0,VECtanh,"[('VECtanh', (16384, 16))]",[],[],"[(16384, 16)]","(16384, 16)"
emb_t0_linear_1,Linear,"[('Linear', (16384, 16, 32))]",[],[],"[(16384, 16)]","(16384, 32)"
emb_t0_act_1,VECtanh,"[('VECtanh', (16384, 32))]",[],[],"[(16384, 32)]","(16384, 32)"
emb_t0_concat_1,MEM,"[('MEM', [(16384, 32)])]",[],[],"[(16384, 16)]","(16384, 32)"
emb_t0_res_1,VECadd,"[('VECadd', (16384, 32))]",[],[],"[(16384, 32), (16384, 32)]","(16384, 32)"
emb_t0_linear_2,Linear,"[('Linear', (16384, 32, 64))]",[],[],"[(16384, 32)]","(16384, 64)"
emb_t0_act_2,VECtanh,"[('VECtanh', (16384, 64))]",[],[],"[(16384, 64)]","(16384, 64)"
emb_t0_concat_2,MEM,"[('MEM', [(16384, 64)])]",[],[],"[(16384, 32)]","(16384, 64)"
emb_t0_res_2,VECadd,"[('VECadd', (16384, 64))]",[],[],"[(16384, 64), (16384, 64)]","(16384, 64)"
emb_t0_matmul,BMM,"[('BMM', (32, 4, 512, 64))]",[],[],"[(32, 512, 4), (32, 512, 64)]","(32, 4, 64)"
emb_t1_linear_0,Linear,"[('Linear', (16384, 1, 16))]",[],[],"[(16384, 1)]","(16384, 16)"
emb_t1_act_0,VECtanh,"[('VECtanh', (16384, 16))]",[],[],"[(16384, 16)]","(16384, 16)"
emb_t1_linear_1,Linear,"[('Linear', (16384, 16, 32))]",[],[],"[(16384, 16)]","(16384, 32)"
emb_t1_act_1,VECtanh,"[('VECtanh', (16384, 32))]",[],[],"[(16384, 32)]","(16384, 32)"
emb_t1_concat_1,MEM,"[('MEM', [(16384, 32)])]",[],[],"[(16384, 16)]","(16384, 32)"
emb_t1_res_1,VECadd,"[('VECadd', (16384, 32))]",[],[],"[(16384, 32), (16384, 32)]","(16384, 32)"
emb_t1_linear_2,Linear,"[('Linear', (16384, 32, 64))]",[],[],"[(16384, 32)]","(16384, 64)"
emb_t1_act_2,VECtanh,"[('VECtanh', (16384, 64))]",[],[],"[(16384, 64)]","(16384, 64)"
emb_t1_concat_2,MEM,"[('MEM', [(16384, 64)])]",[],[],"[(16384, 32)]","(16384, 64)"
emb_t1_res_2,VECadd,"[('VECadd', (16384, 64))]",[],[],"[(16384, 64), (16384, 64)]","(16384, 64)"
emb_t1_matmul,BMM,"[('BMM', (32, 4, 512, 64))]",[],[],"[(32, 512, 4), (32, 512, 64)]","(32, 4, 64)"
emb_t1_accum,VECadd,"[('VECadd', (32, 256))]",[],[],"[(32, 256), (32, 256)]","(32, 256)"
emb_t2_linear_0,Linear,"[('Linear', (16384, 1, 16))]",[],[],"[(16384, 1)]","(16384, 16)"
emb_t2_act_0,VECtanh,"[('VECtanh', (16384, 16))]",[],[],"[(16384, 16)]","(16384, 16)"
emb_t2_linear_1,Linear,"[('Linear', (16384, 16, 32))]",[],[],"[(16384, 16)]","(16384, 32)"
