Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_diff,VECmul,"[('VECmul', (282624, 3))]",[],[],"[(282624, 3), (282624, 3)]","(282624, 3)"
nlist_dist,VECadd,"[('VECadd', (282624, 1))]",[],[],"[(282624, 3)]","(282624, 1)"
nlist_mask,MEM,"[('MEM', [(282624, 1)])]",[],[],"[(282624, 1)]","(282624, 1)"
env_matrix_gather,MEM,"[('MEM', [(2048, 138, 4)])]",[],[],"[(282624, 3)]","(2048, 138, 4)"
smooth_func,VECmul,"[('VECmul', (282624, 1))]",[],[],"[(282624, 1), (282624, 1)]","(282624, 1)"
emb_linear_0,Linear,"[('Linear', (282624, 1, 25))]",[],[],"[(282624, 1)]","(282624, 25)"
emb_act_0,VECtanh,"[('VECtanh', (282624, 25))]",[],[],"[(282624, 25)]","(282624, 25)"
emb_linear_1,Linear,"[('Linear', (282624, 25, 50))]",[],[],"[(282624, 25)]","(282624, 50)"
emb_act_1,VECtanh,"[('VECtanh', (282624, 50))]",[],[],"[(282624, 50)]","(282624, 50)"
emb_linear_2,Linear,"[('Linear', (282624, 50, 100))]",[],[],"[(282624, 50)]","(282624, 100)"
emb_act_2,VECtanh,"[('VECtanh', (282624, 100))]",[],[],"[(282624, 100)]","(282624, 100)"
desc_matmul_1,BMM,"[('BMM', (2048, 100, 138, 4))]",[],[],"[(2048, 138, 100)]","(2048, 100, 4)"
desc_matmul_2,BMM,"[('BMM', (2048, 4, 100, 16))]",[],[],"[(2048, 4, 100)]","(2048, 4, 16)"
desc_reshape,MEM,"[('MEM', [(2048, 64)])]",[],[],"[(2048, 4, 16)]","(2048, 64)"
fit_linear_0,Linear,"[('Linear', (2048, 64, 240))]",[],[],"[(2048, 64)]","(2048, 240)"
fit_act_0,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_linear_1,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_act_1,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_residual_1,VECadd,"[('VECadd', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_linear_2,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_act_2,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_residual_2,VECadd,"[('VECadd', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
output_linear,Linear,"[('Linear', (2048, 240, 1))]",[],[],"[(2048, 240)]","(2048, 1)"
energy_sum,VECadd,"[('VECadd', (2048, 1))]",[],[],"[(2048, 1)]","(1,)"
fit_bw_input_2,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_bw_act_2,VECmul,"[('VECmul', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_bw_input_1,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_bw_act_1,VECmul,"[('VECmul', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_bw_input_0,Linear,"[('Linear', (2048, 240, 64))]",[],[],"[(2048, 240)]","(2048, 64)"
fit_bw_act_0,VECmul,"[('VECmul', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
output_bw,Linear,"[('Linear', (2048, 1, 240))]",[],[],"[(2048, 1)]","(2048, 240)"
desc_bw_matmul,BMM,"[('BMM', (2048, 138, 100, 4))]",[],[],"[(2048, 100, 4)]","(2048, 138, 100)"
emb_bw_input_2,Linear,"[('Linear', (282624, 100, 50))]",[],[],"[(282624, 100)]","(282624, 50)"
emb_bw_act_2,VECmul,"[('VECmul', (282624, 100))]",[],[],"[(282624, 100), (282624, 100)]","(282624, 100)"
emb_bw_input_1,Linear,"[('Linear', (282624, 50, 25))]",[],[],"[(282624, 50)]","(282624, 25)"
emb_bw_act_1,VECmul,"[('VECmul', (282624, 50))]",[],[],"[(282624, 50), (282624, 50)]","(282624, 50)"
emb_bw_input_0,Linear,"[('Linear', (282624, 25, 1))]",[],[],"[(282624, 25)]","(282624, 1)"
emb_bw_act_0,VECmul,"[('VECmul', (282624, 25))]",[],[],"[(282624, 25), (282624, 25)]","(282624, 25)"
