Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(491520, 3)])]",[],[],"[(491520, 3)]","(491520, 3)"
env_gather,MEM,"[('MEM', [(1024, 480, 3)])]",[],[],"[(1024, 480, 3)]","(1024, 480, 3)"
env_diff_norm,VECadd,"[('VECadd', (491520, 3))]",[],[],"[(491520, 3), (491520, 3)]","(491520, 3)"
env_inv_r,VECmul,"[('VECmul', (491520, 4))]",[],[],"[(491520, 4)]","(491520, 4)"
env_smooth_weight,VECmul,"[('VECmul', (491520, 1))]",[],[],"[(491520, 1)]","(491520, 1)"
env_mat_mul,VECmul,"[('VECmul', (491520, 4))]",[],[],"[(491520, 4), (491520, 1)]","(491520, 4)"
env_normalize,VECadd,"[('VECadd', (491520, 4))]",[],[],"[(491520, 4), (491520, 4)]","(491520, 4)"
emb_t0_linear_0,Linear,"[('Linear', (81920, 1, 16))]",[],[],"[(81920, 1)]","(81920, 16)"
emb_t0_act_0,VECtanh,"[('VECtanh', (81920, 16))]",[],[],"[(81920, 16)]","(81920, 16)"
emb_t0_linear_1,Linear,"[('Linear', (81920, 16, 32))]",[],[],"[(81920, 16)]","(81920, 32)"
emb_t0_act_1,VECtanh,"[('VECtanh', (81920, 32))]",[],[],"[(81920, 32)]","(81920, 32)"
emb_t0_concat_1,MEM,"[('MEM', [(81920, 32)])]",[],[],"[(81920, 16)]","(81920, 32)"
emb_t0_res_1,VECadd,"[('VECadd', (81920, 32))]",[],[],"[(81920, 32), (81920, 32)]","(81920, 32)"
emb_t0_linear_2,Linear,"[('Linear', (81920, 32, 64))]",[],[],"[(81920, 32)]","(81920, 64)"
emb_t0_act_2,VECtanh,"[('VECtanh', (81920, 64))]",[],[],"[(81920, 64)]","(81920, 64)"
emb_t0_concat_2,MEM,"[('MEM', [(81920, 64)])]",[],[],"[(81920, 32)]","(81920, 64)"
emb_t0_res_2,VECadd,"[('VECadd', (81920, 64))]",[],[],"[(81920, 64), (81920, 64)]","(81920, 64)"
emb_t0_matmul,BMM,"[('BMM', (1024, 4, 80, 64))]",[],[],"[(1024, 80, 4), (1024, 80, 64)]","(1024, 4, 64)"
emb_t1_linear_0,Linear,"[('Linear', (81920, 1, 16))]",[],[],"[(81920, 1)]","(81920, 16)"
emb_t1_act_0,VECtanh,"[('VECtanh', (81920, 16))]",[],[],"[(81920, 16)]","(81920, 16)"
emb_t1_linear_1,Linear,"[('Linear', (81920, 16, 32))]",[],[],"[(81920, 16)]","(81920, 32)"
emb_t1_act_1,VECtanh,"[('VECtanh', (81920, 32))]",[],[],"[(81920, 32)]","(81920, 32)"
emb_t1_concat_1,MEM,"[('MEM', [(81920, 32)])]",[],[],"[(81920, 16)]","(81920, 32)"
emb_t1_res_1,VECadd,"[('VECadd', (81920, 32))]",[],[],"[(81920, 32), (81920, 32)]","(81920, 32)"
