Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(122880, 3)])]",[],[],"[(122880, 3)]","(122880, 3)"
env_gather,MEM,"[('MEM', [(2048, 60, 3)])]",[],[],"[(2048, 60, 3)]","(2048, 60, 3)"
env_diff_norm,VECadd,"[('VECadd', (122880, 3))]",[],[],"[(122880, 3), (122880, 3)]","(122880, 3)"
env_inv_r,VECmul,"[('VECmul', (122880, 4))]",[],[],"[(122880, 4)]","(122880, 4)"
env_smooth_weight,VECmul,"[('VECmul', (122880, 1))]",[],[],"[(122880, 1)]","(122880, 1)"
env_mat_mul,VECmul,"[('VECmul', (122880, 4))]",[],[],"[(122880, 4), (122880, 1)]","(122880, 4)"
env_normalize,VECadd,"[('VECadd', (122880, 4))]",[],[],"[(122880, 4), (122880, 4)]","(122880, 4)"
emb_t0_linear_0,Linear,"[('Linear', (122880, 1, 25))]",[],[],"[(122880, 1)]","(122880, 25)"
emb_t0_act_0,VECtanh,"[('VECtanh', (122880, 25))]",[],[],"[(122880, 25)]","(122880, 25)"
emb_t0_linear_1,Linear,"[('Linear', (122880, 25, 50))]",[],[],"[(122880, 25)]","(122880, 50)"
emb_t0_act_1,VECtanh,"[('VECtanh', (122880, 50))]",[],[],"[(122880, 50)]","(122880, 50)"
emb_t0_concat_1,MEM,"[('MEM', [(122880, 50)])]",[],[],"[(122880, 25)]","(122880, 50)"
emb_t0_res_1,VECadd,"[('VECadd', (122880, 50))]",[],[],"[(122880, 50), (122880, 50)]","(122880, 50)"
emb_t0_linear_2,Linear,"[('Linear', (122880, 50, 100))]",[],[],"[(122880, 50)]","(122880, 100)"
emb_t0_act_2,VECtanh,"[('VECtanh', (122880, 100))]",[],[],"[(122880, 100)]","(122880, 100)"
emb_t0_concat_2,MEM,"[('MEM', [(122880, 100)])]",[],[],"[(122880, 50)]","(122880, 100)"
emb_t0_res_2,VECadd,"[('VECadd', (122880, 100))]",[],[],"[(122880, 100), (122880, 100)]","(122880, 100)"
emb_t0_matmul,BMM,"[('BMM', (2048, 4, 60, 100))]",[],[],"[(2048, 60, 4), (2048, 60, 100)]","(2048, 4, 100)"
attn_L0_in_proj,Linear,"[('Linear', (122880, 100, 300))]",[],[],"[(122880, 100)]","(122880, 300)"
attn_L0_scores,BMM,"[('BMM', (2048, 60, 60, 100))]",[],[],"[(2048, 60, 100)]","(2048, 60, 60)"
attn_L0_softmax,VECsoftmax,"[('VECsoftmax', (122880, 60))]",[],[],"[(2048, 60, 60)]","(2048, 60, 60)"
attn_L0_output,BMM,"[('BMM', (2048, 60, 100, 60))]",[],[],"[(2048, 60, 60)]","(2048, 60, 100)"
attn_L0_out_proj,Linear,"[('Linear', (122880, 100, 100))]",[],[],"[(122880, 100)]","(122880, 100)"
attn_L0_residual,VECadd,"[('VECadd', (122880, 100))]",[],[],"[(122880, 100), (122880, 100)]","(122880, 100)"
attn_L1_in_proj,Linear,"[('Linear', (122880, 100, 300))]",[],[],"[(122880, 100)]","(122880, 300)"
attn_L1_scores,BMM,"[('BMM', (2048, 60, 60, 100))]",[],[],"[(2048, 60, 100)]","(2048, 60, 60)"
attn_L1_softmax,VECsoftmax,"[('VECsoftmax', (122880, 60))]",[],[],"[(2048, 60, 60)]","(2048, 60, 60)"
attn_L1_output,BMM,"[('BMM', (2048, 60, 100, 60))]",[],[],"[(2048, 60, 60)]","(2048, 60, 100)"
attn_L1_out_proj,Linear,"[('Linear', (122880, 100, 100))]",[],[],"[(122880, 100)]","(122880, 100)"
attn_L1_residual,VECadd,"[('VECadd', (122880, 100))]",[],[],"[(122880, 100), (122880, 100)]","(122880, 100)"
desc_normalize,VECmul,"[('VECmul', (2048, 400))]",[],[],"[(2048, 400)]","(2048, 400)"
desc_final_matmul,BMM,"[('BMM', (2048, 100, 4, 16))]",[],[],"[(2048, 100, 4), (2048, 4, 16)]","(2048, 100, 16)"
desc_reshape,MEM,"[('MEM', [(2048, 1600)])]",[],[],"[(2048, 100, 16)]","(2048, 1600)"
fit_linear_0,Linear,"[('Linear', (2048, 1600, 240))]",[],[],"[(2048, 1600)]","(2048, 240)"
fit_act_0,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_linear_1,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_act_1,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_res_1,VECadd,"[('VECadd', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_linear_2,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_act_2,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_res_2,VECadd,"[('VECadd', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
output_linear,Linear,"[('Linear', (2048, 240, 1))]",[],[],"[(2048, 240)]","(2048, 1)"
energy_sum,VECadd,"[('VECadd', (2048, 1))]",[],[],"[(2048, 1)]","(1,)"
output_bw,Linear,"[('Linear', (2048, 1, 240))]",[],[],"[(2048, 1)]","(2048, 240)"
fit_bw_input_2,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_bw_act_2,VECmul,"[('VECmul', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_bw_input_1,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_bw_act_1,VECmul,"[('VECmul', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_bw_input_0,Linear,"[('Linear', (2048, 240, 1600))]",[],[],"[(2048, 240)]","(2048, 1600)"
fit_bw_act_0,VECmul,"[('VECmul', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
desc_bw_matmul,BMM,"[('BMM', (2048, 100, 16, 4))]",[],[],"[(2048, 100, 16)]","(2048, 100, 4)"
emb_t0_bw_matmul,BMM,"[('BMM', (2048, 60, 4, 100))]",[],[],"[(2048, 4, 100)]","(2048, 60, 100)"
emb_t0_bw_input_2,Linear,"[('Linear', (122880, 100, 50))]",[],[],"[(122880, 100)]","(122880, 50)"
emb_t0_bw_act_2,VECmul,"[('VECmul', (122880, 100))]",[],[],"[(122880, 100), (122880, 100)]","(122880, 100)"
