Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
attn_L1_residual,VECadd,"[('VECadd', (245760, 100))]",[],[],"[(245760, 100), (245760, 100)]","(245760, 100)"
desc_normalize,VECmul,"[('VECmul', (4096, 400))]",[],[],"[(4096, 400)]","(4096, 400)"
desc_final_matmul,BMM,"[('BMM', (4096, 100, 4, 16))]",[],[],"[(4096, 100, 4), (4096, 4, 16)]","(4096, 100, 16)"
desc_reshape,MEM,"[('MEM', [(4096, 1600)])]",[],[],"[(4096, 100, 16)]","(4096, 1600)"
fit_linear_0,Linear,"[('Linear', (4096, 1600, 240))]",[],[],"[(4096, 1600)]","(4096, 240)"
fit_act_0,VECtanh,"[('VECtanh', (4096, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_linear_1,Linear,"[('Linear', (4096, 240, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_act_1,VECtanh,"[('VECtanh', (4096, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_res_1,VECadd,"[('VECadd', (4096, 240))]",[],[],"[(4096, 240), (4096, 240)]","(4096, 240)"
fit_linear_2,Linear,"[('Linear', (4096, 240, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_act_2,VECtanh,"[('VECtanh', (4096, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_res_2,VECadd,"[('VECadd', (4096, 240))]",[],[],"[(4096, 240), (4096, 240)]","(4096, 240)"
output_linear,Linear,"[('Linear', (4096, 240, 1))]",[],[],"[(4096, 240)]","(4096, 1)"
energy_sum,VECadd,"[('VECadd', (4096, 1))]",[],[],"[(4096, 1)]","(1,)"
output_bw,Linear,"[('Linear', (4096, 1, 240))]",[],[],"[(4096, 1)]","(4096, 240)"
fit_bw_input_2,Linear,"[('Linear', (4096, 240, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_bw_act_2,VECmul,"[('VECmul', (4096, 240))]",[],[],"[(4096, 240), (4096, 240)]","(4096, 240)"
fit_bw_input_1,Linear,"[('Linear', (4096, 240, 240))]",[],[],"[(4096, 240)]","(4096, 240)"
fit_bw_act_1,VECmul,"[('VECmul', (4096, 240))]",[],[],"[(4096, 240), (4096, 240)]","(4096, 240)"
fit_bw_input_0,Linear,"[('Linear', (4096, 240, 1600))]",[],[],"[(4096, 240)]","(4096, 1600)"
fit_bw_act_0,VECmul,"[('VECmul', (4096, 240))]",[],[],"[(4096, 240), (4096, 240)]","(4096, 240)"
desc_bw_matmul,BMM,"[('BMM', (4096, 100, 16, 4))]",[],[],"[(4096, 100, 16)]","(4096, 100, 4)"
emb_t0_bw_matmul,BMM,"[('BMM', (4096, 60, 4, 100))]",[],[],"[(4096, 4, 100)]","(4096, 60, 100)"
emb_t0_bw_input_2,Linear,"[('Linear', (245760, 100, 50))]",[],[],"[(245760, 100)]","(245760, 50)"
emb_t0_bw_act_2,VECmul,"[('VECmul', (245760, 100))]",[],[],"[(245760, 100), (245760, 100)]","(245760, 100)"
emb_t0_bw_input_1,Linear,"[('Linear', (245760, 50, 25))]",[],[],"[(245760, 50)]","(245760, 25)"
emb_t0_bw_act_1,VECmul,"[('VECmul', (245760, 50))]",[],[],"[(245760, 50), (245760, 50)]","(245760, 50)"
emb_t0_bw_input_0,Linear,"[('Linear', (245760, 25, 1))]",[],[],"[(245760, 25)]","(245760, 1)"
emb_t0_bw_act_0,VECmul,"[('VECmul', (245760, 25))]",[],[],"[(245760, 25), (245760, 25)]","(245760, 25)"
