Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(30720, 3)])]",[],[],"[(30720, 3)]","(30720, 3)"
env_gather,MEM,"[('MEM', [(512, 60, 3)])]",[],[],"[(512, 60, 3)]","(512, 60, 3)"
env_diff_norm,VECadd,"[('VECadd', (30720, 3))]",[],[],"[(30720, 3), (30720, 3)]","(30720, 3)"
env_inv_r,VECmul,"[('VECmul', (30720, 4))]",[],[],"[(30720, 4)]","(30720, 4)"
env_smooth_weight,VECmul,"[('VECmul', (30720, 1))]",[],[],"[(30720, 1)]","(30720, 1)"
env_mat_mul,VECmul,"[('VECmul', (30720, 4))]",[],[],"[(30720, 4), (30720, 1)]","(30720, 4)"
env_normalize,VECadd,"[('VECadd', (30720, 4))]",[],[],"[(30720, 4), (30720, 4)]","(30720, 4)"
emb_t0_linear_0,Linear,"[('Linear', (30720, 1, 25))]",[],[],"[(30720, 1)]","(30720, 25)"
emb_t0_act_0,VECtanh,"[('VECtanh', (30720, 25))]",[],[],"[(30720, 25)]","(30720, 25)"
emb_t0_linear_1,Linear,"[('Linear', (30720, 25, 50))]",[],[],"[(30720, 25)]","(30720, 50)"
emb_t0_act_1,VECtanh,"[('VECtanh', (30720, 50))]",[],[],"[(30720, 50)]","(30720, 50)"
emb_t0_concat_1,MEM,"[('MEM', [(30720, 50)])]",[],[],"[(30720, 25)]","(30720, 50)"
emb_t0_res_1,VECadd,"[('VECadd', (30720, 50))]",[],[],"[(30720, 50), (30720, 50)]","(30720, 50)"
emb_t0_linear_2,Linear,"[('Linear', (30720, 50, 100))]",[],[],"[(30720, 50)]","(30720, 100)"
emb_t0_act_2,VECtanh,"[('VECtanh', (30720, 100))]",[],[],"[(30720, 100)]","(30720, 100)"
emb_t0_concat_2,MEM,"[('MEM', [(30720, 100)])]",[],[],"[(30720, 50)]","(30720, 100)"
emb_t0_res_2,VECadd,"[('VECadd', (30720, 100))]",[],[],"[(30720, 100), (30720, 100)]","(30720, 100)"
emb_t0_matmul,BMM,"[('BMM', (512, 4, 60, 100))]",[],[],"[(512, 60, 4), (512, 60, 100)]","(512, 4, 100)"
attn_L0_in_proj,Linear,"[('Linear', (30720, 100, 300))]",[],[],"[(30720, 100)]","(30720, 300)"
attn_L0_scores,BMM,"[('BMM', (512, 60, 60, 100))]",[],[],"[(512, 60, 100)]","(512, 60, 60)"
attn_L0_softmax,VECsoftmax,"[('VECsoftmax', (30720, 60))]",[],[],"[(512, 60, 60)]","(512, 60, 60)"
attn_L0_output,BMM,"[('BMM', (512, 60, 100, 60))]",[],[],"[(512, 60, 60)]","(512, 60, 100)"
attn_L0_out_proj,Linear,"[('Linear', (30720, 100, 100))]",[],[],"[(30720, 100)]","(30720, 100)"
attn_L0_residual,VECadd,"[('VECadd', (30720, 100))]",[],[],"[(30720, 100), (30720, 100)]","(30720, 100)"
attn_L1_in_proj,Linear,"[('Linear', (30720, 100, 300))]",[],[],"[(30720, 100)]","(30720, 300)"
attn_L1_scores,BMM,"[('BMM', (512, 60, 60, 100))]",[],[],"[(512, 60, 100)]","(512, 60, 60)"
attn_L1_softmax,VECsoftmax,"[('VECsoftmax', (30720, 60))]",[],[],"[(512, 60, 60)]","(512, 60, 60)"
attn_L1_output,BMM,"[('BMM', (512, 60, 100, 60))]",[],[],"[(512, 60, 60)]","(512, 60, 100)"
attn_L1_out_proj,Linear,"[('Linear', (30720, 100, 100))]",[],[],"[(30720, 100)]","(30720, 100)"
attn_L1_residual,VECadd,"[('VECadd', (30720, 100))]",[],[],"[(30720, 100), (30720, 100)]","(30720, 100)"
desc_normalize,VECmul,"[('VECmul', (512, 400))]",[],[],"[(512, 400)]","(512, 400)"
desc_final_matmul,BMM,"[('BMM', (512, 100, 4, 16))]",[],[],"[(512, 100, 4), (512, 4, 16)]","(512, 100, 16)"
desc_reshape,MEM,"[('MEM', [(512, 1600)])]",[],[],"[(512, 100, 16)]","(512, 1600)"
fit_linear_0,Linear,"[('Linear', (512, 1600, 240))]",[],[],"[(512, 1600)]","(512, 240)"
fit_act_0,VECtanh,"[('VECtanh', (512, 240))]",[],[],"[(512, 240)]","(512, 240)"
fit_linear_1,Linear,"[('Linear', (512, 240, 240))]",[],[],"[(512, 240)]","(512, 240)"
fit_act_1,VECtanh,"[('VECtanh', (512, 240))]",[],[],"[(512, 240)]","(512, 240)"
fit_res_1,VECadd,"[('VECadd', (512, 240))]",[],[],"[(512, 240), (512, 240)]","(512, 240)"
fit_linear_2,Linear,"[('Linear', (512, 240, 240))]",[],[],"[(512, 240)]","(512, 240)"
fit_act_2,VECtanh,"[('VECtanh', (512, 240))]",[],[],"[(512, 240)]","(512, 240)"
fit_res_2,VECadd,"[('VECadd', (512, 240))]",[],[],"[(512, 240), (512, 240)]","(512, 240)"
output_linear,Linear,"[('Linear', (512, 240, 1))]",[],[],"[(512, 240)]","(512, 1)"
energy_sum,VECadd,"[('VECadd', (512, 1))]",[],[],"[(512, 1)]","(1,)"
