Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_gather,MEM,"[('MEM', [(245760, 3)])]",[],[],"[(245760, 3)]","(245760, 3)"
env_gather,MEM,"[('MEM', [(2048, 120, 3)])]",[],[],"[(2048, 120, 3)]","(2048, 120, 3)"
env_diff_norm,VECadd,"[('VECadd', (245760, 3))]",[],[],"[(245760, 3), (245760, 3)]","(245760, 3)"
env_inv_r,VECmul,"[('VECmul', (245760, 4))]",[],[],"[(245760, 4)]","(245760, 4)"
env_smooth_weight,VECmul,"[('VECmul', (245760, 1))]",[],[],"[(245760, 1)]","(245760, 1)"
env_mat_mul,VECmul,"[('VECmul', (245760, 4))]",[],[],"[(245760, 4), (245760, 1)]","(245760, 4)"
env_normalize,VECadd,"[('VECadd', (245760, 4))]",[],[],"[(245760, 4), (245760, 4)]","(245760, 4)"
emb_t0_linear_0,Linear,"[('Linear', (245760, 1, 25))]",[],[],"[(245760, 1)]","(245760, 25)"
emb_t0_act_0,VECtanh,"[('VECtanh', (245760, 25))]",[],[],"[(245760, 25)]","(245760, 25)"
emb_t0_linear_1,Linear,"[('Linear', (245760, 25, 50))]",[],[],"[(245760, 25)]","(245760, 50)"
emb_t0_act_1,VECtanh,"[('VECtanh', (245760, 50))]",[],[],"[(245760, 50)]","(245760, 50)"
emb_t0_concat_1,MEM,"[('MEM', [(245760, 50)])]",[],[],"[(245760, 25)]","(245760, 50)"
emb_t0_res_1,VECadd,"[('VECadd', (245760, 50))]",[],[],"[(245760, 50), (245760, 50)]","(245760, 50)"
emb_t0_linear_2,Linear,"[('Linear', (245760, 50, 100))]",[],[],"[(245760, 50)]","(245760, 100)"
emb_t0_act_2,VECtanh,"[('VECtanh', (245760, 100))]",[],[],"[(245760, 100)]","(245760, 100)"
emb_t0_concat_2,MEM,"[('MEM', [(245760, 100)])]",[],[],"[(245760, 50)]","(245760, 100)"
emb_t0_res_2,VECadd,"[('VECadd', (245760, 100))]",[],[],"[(245760, 100), (245760, 100)]","(245760, 100)"
emb_t0_matmul,BMM,"[('BMM', (2048, 4, 120, 100))]",[],[],"[(2048, 120, 4), (2048, 120, 100)]","(2048, 4, 100)"
desc_normalize,VECmul,"[('VECmul', (2048, 400))]",[],[],"[(2048, 400)]","(2048, 400)"
desc_final_matmul,BMM,"[('BMM', (2048, 100, 4, 16))]",[],[],"[(2048, 100, 4), (2048, 4, 16)]","(2048, 100, 16)"
desc_reshape,MEM,"[('MEM', [(2048, 1600)])]",[],[],"[(2048, 100, 16)]","(2048, 1600)"
fit_linear_0,Linear,"[('Linear', (2048, 1600, 240))]",[],[],"[(2048, 1600)]","(2048, 240)"
fit_act_0,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_linear_1,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_act_1,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_res_1,VECadd,"[('VECadd', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
fit_linear_2,Linear,"[('Linear', (2048, 240, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_act_2,VECtanh,"[('VECtanh', (2048, 240))]",[],[],"[(2048, 240)]","(2048, 240)"
fit_res_2,VECadd,"[('VECadd', (2048, 240))]",[],[],"[(2048, 240), (2048, 240)]","(2048, 240)"
output_linear,Linear,"[('Linear', (2048, 240, 1))]",[],[],"[(2048, 240)]","(2048, 1)"
energy_sum,VECadd,"[('VECadd', (2048, 1))]",[],[],"[(2048, 1)]","(1,)"
